Study_id,Species,Tags_type,Longitude,Latitude,FAO_zone,Sample_date,Ecosystem,Publication_date,Reference
00d2bde580b2edab2cbacc97d37244cfd26a79c3,Salmo_trutta,Microchemistry,140.6492163,41.8205768,Asia,2006-2007,Inland waters,2012,"Honda, K., Arai, T., Kobayashi, S., Tsuda, Y., & Miyashita, K. (2012). Migratory patterns of exotic brown trout Salmo trutta in south_western Hokkaido, Japan, on the basis of otolith Sr: Ca ratios and acoustic telemetry. Journal of Fish Biology, 80(2), 408-426."
00d2bde580b2edab2cbacc97d37244cfd26a79c3,Salmo_trutta,Microchemistry,140.6454802,41.8231542,Asia,2006-2007,Inland waters,2012,"Honda, K., Arai, T., Kobayashi, S., Tsuda, Y., & Miyashita, K. (2012). Migratory patterns of exotic brown trout Salmo trutta in south_western Hokkaido, Japan, on the basis of otolith Sr: Ca ratios and acoustic telemetry. Journal of Fish Biology, 80(2), 408-426."
00d2bde580b2edab2cbacc97d37244cfd26a79c3,Salmo_trutta,Microchemistry,140.6439499,41.8263657,Asia,2006-2007,Inland waters,2012,"Honda, K., Arai, T., Kobayashi, S., Tsuda, Y., & Miyashita, K. (2012). Migratory patterns of exotic brown trout Salmo trutta in south_western Hokkaido, Japan, on the basis of otolith Sr: Ca ratios and acoustic telemetry. Journal of Fish Biology, 80(2), 408-426."
00d2bde580b2edab2cbacc97d37244cfd26a79c3,Salmo_trutta,Microchemistry,140.6443977,41.8297341,Asia,2006-2007,Inland waters,2012,"Honda, K., Arai, T., Kobayashi, S., Tsuda, Y., & Miyashita, K. (2012). Migratory patterns of exotic brown trout Salmo trutta in south_western Hokkaido, Japan, on the basis of otolith Sr: Ca ratios and acoustic telemetry. Journal of Fish Biology, 80(2), 408-426."
00d2bde580b2edab2cbacc97d37244cfd26a79c3,Salmo_trutta,Microchemistry,140.642619,41.836771,Asia,2006-2007,Inland waters,2012,"Honda, K., Arai, T., Kobayashi, S., Tsuda, Y., & Miyashita, K. (2012). Migratory patterns of exotic brown trout Salmo trutta in south_western Hokkaido, Japan, on the basis of otolith Sr: Ca ratios and acoustic telemetry. Journal of Fish Biology, 80(2), 408-426."
00d2bde580b2edab2cbacc97d37244cfd26a79c3,Salmo_trutta,Microchemistry,140.6412555,41.837341,Asia,2006-2007,Inland waters,2012,"Honda, K., Arai, T., Kobayashi, S., Tsuda, Y., & Miyashita, K. (2012). Migratory patterns of exotic brown trout Salmo trutta in south_western Hokkaido, Japan, on the basis of otolith Sr: Ca ratios and acoustic telemetry. Journal of Fish Biology, 80(2), 408-426."
00d2bde580b2edab2cbacc97d37244cfd26a79c3,Salmo_trutta,Microchemistry,140.6365363,41.8377209,Asia,2006-2007,Inland waters,2012,"Honda, K., Arai, T., Kobayashi, S., Tsuda, Y., & Miyashita, K. (2012). Migratory patterns of exotic brown trout Salmo trutta in south_western Hokkaido, Japan, on the basis of otolith Sr: Ca ratios and acoustic telemetry. Journal of Fish Biology, 80(2), 408-426."
00d2bde580b2edab2cbacc97d37244cfd26a79c3,Salmo_trutta,Microchemistry,140.6341804,41.8374226,Asia,2006-2007,Inland waters,2012,"Honda, K., Arai, T., Kobayashi, S., Tsuda, Y., & Miyashita, K. (2012). Migratory patterns of exotic brown trout Salmo trutta in south_western Hokkaido, Japan, on the basis of otolith Sr: Ca ratios and acoustic telemetry. Journal of Fish Biology, 80(2), 408-426."
00d2bde580b2edab2cbacc97d37244cfd26a79c3,Salmo_trutta,Microchemistry,140.644805,41.861409,Asia,2007,Inland waters,2012,"Honda, K., Arai, T., Kobayashi, S., Tsuda, Y., & Miyashita, K. (2012). Migratory patterns of exotic brown trout Salmo trutta in south_western Hokkaido, Japan, on the basis of otolith Sr: Ca ratios and acoustic telemetry. Journal of Fish Biology, 80(2), 408-426."
00d2bde580b2edab2cbacc97d37244cfd26a79c3,Salmo_trutta,Microchemistry,140.610152,41.763798,"Pacific, Northwest",2006-2007,Marine areas,2012,"Honda, K., Arai, T., Kobayashi, S., Tsuda, Y., & Miyashita, K. (2012). Migratory patterns of exotic brown trout Salmo trutta in south_western Hokkaido, Japan, on the basis of otolith Sr: Ca ratios and acoustic telemetry. Journal of Fish Biology, 80(2), 408-426."
